"TERMINAL";"NUMÉRO TC";"ISO";"STATUT V/P";"POIDS BRUT";"EXPLOITANT";"CYCLE";"ALLOTISSEMENT"
GO;TRIU8563847;"45R1";P ;29000.000;MSC       ;E ;GOFRJ  4 1
GO;TRIU8592850;"45R1";P ;30850.000;MSC       ;E ;GOFRG  1 1
GO;TRIU8949296;"45R1";P ;30550.000;MSC       ;E ;GOFRI  2 1
GO;TRLU1645953;"45R1";P ;30700.000;MSC       ;E ;GOFRE  122
GO;TRLU1687671;"45R1";P ;30800.000;MSC       ;E ;GOFRJ  102
GO;TRLU5818260;"45G1";P ;29000.000;MSC       ;E ;GOCP67 J 3
GO;TRLU6003508;"42P3";P ;8454.000;MSC       ;E ;GOHG1  E 1
GO;TRLU6599790;"42G1";P ;29279.000;MSC       ;E ;GOCP54 K 2
GO;TRLU7148954;"45G1";P ;26390.000;MSC       ;E ;GOCP56 Q 2
GO;TRLU8901044;"22G1";P ;24000.000;MSC       ;E ;GOCP59 H 1
GO;TTNU1050160;"22G1";P ;17480.000;MSC       ;E ;GOCP77 C 1
GO;TTNU1110588;"22G1";P ;26000.000;MSC       ;E ;GOCP72 C 3
GO;TTNU3174370;"22G1";P ;17568.000;MSC       ;E ;GOCP58 J 1
GO;TTNU4572316;"42G1";P ;24000.000;MSC       ;E ;GOCP50 A 1
GO;TTNU4671324;"42G1";P ;29920.000;MSC       ;E ;GOCP69 H 1
GO;TTNU5724687;"42G1";P ;29000.000;MSC       ;E ;GOCP30 E 1
GO;TTNU5801654;"42G1";P ;5940.000;MSC       ;E ;GOCP43 P 1
GO;TTNU8213124;"45R1";P ;30360.000;MSC       ;E ;GOFRE  4 1
GO;TTNU8218949;"45R1";P ;30200.000;MSC       ;E ;GOFRI  2 2
GO;TTNU8489771;"45R1";P ;32000.000;MSC       ;E ;GOFRE  111
GO;TTNU8726770;"45R1";P ;30560.000;MSC       ;E ;GOFRG  4 2
GO;TTNU9471503;"45G1";P ;19762.000;MSC       ;E ;GOCP80 G 2
GO;TXGU5305361;"45G1";P ;24000.000;MSC       ;E ;GOCP61 M 1
GO;TXGU5324931;"45G1";P ;9762.000;MSC       ;E ;GOCP54 C 1
GO;TXGU5389212;"45G1";P ;24000.000;MSC       ;E ;GOCP43 K 3
GO;TXGU5406011;"45G1";P ;24055.000;MSC       ;E ;GOCP62 Q 1
GO;TXGU5473977;"45G1";P ;24000.000;MSC       ;E ;GOCP58 K 3
GO;UESU2442340;"22G1";P ;26200.000;MSC       ;E ;GOCP64 F 2
GO;UETU2601569;"22G1";P ;27000.000;MSC       ;E ;GOCP68 Q 1
GO;UETU5583540;"45G1";P ;32600.000;MSC       ;E ;GOCP57 L 1
GO;WWWU2704468;"22G1";P ;27025.000;MSC       ;E ;GOCP67 P 1
GO;XINU8033510;"45G1";P ;32600.000;MSC       ;E ;GOCP68 K 2
GO;AMCU2503809;"22U1";V ;2200.000;CMA       ;I ;GOBQBQ1091
GO;AMCU2503835;"22U1";V ;2200.000;CMA       ;I ;GOBQBQ1099
GO;AMCU4601466;"42P1";V ;4500.000;CMA       ;T ;GOEVE3 031
GO;AMCU9298938;"45R4";P ;27700.000;CMA       ;E ;GOCP27 J 3
GO;AMFU2004061;"22U1";P ;7353.000;CMA       ;E ;GOCP37 A 1
GO;APHU6324620;"45G1";P ;23870.000;CMA       ;E ;GOCP42 K 2
GO;APHU6345238;"45G1";V ;3900.000;CMA       ;I ;GORPRP1073
GO;APHU6524887;"45G1";P ;18900.000;CMA       ;E ;GOCP47 E 1
GO;APHU6525306;"45G1";P ;9222.000;CMA       ;E ;GOCP40 P 2
GO;APHU6647270;"45G1";P ;24870.000;CMA       ;E ;GOCP32 Q 1
GO;APHU6656245;"45G1";P ;9842.000;CMA       ;E ;GOCP41 A 2
GO;APHU6681818;"45G1";V ;3900.000;CMA       ;I ;GORPRP1155
GO;APHU6685407;"45G1";P ;26817.000;CMA       ;E ;GOCP28 A 1
GO;APHU6696438;"45G1";P ;9621.000;CMA       ;E ;GOCP38 C 1
GO;APHU6750436;"45G0";V ;3700.000;CMA       ;I ;GOCMA  028
GO;APHU6773088;"45G1";P ;7663.000;CMA       ;E ;GOCP36 C 1
GO;APHU6777308;"45G1";V ;3900.000;CMA       ;I ;GORPRP1083
GO;APHU6781102;"45G1";P ;29063.000;CMA       ;E ;GOCP34 Q 2
GO;APHU6790995;"45G0";V ;3700.000;CMA       ;I ;GORPRP3058
GO;APHU6810915;"45G1";P ;17870.000;CMA       ;E ;GOCP44 C 2
GO;APHU6851344;"45G0";V ;3700.000;CMA       ;I ;GOCMA  J 4
GO;APHU7029337;"45G0";V ;3700.000;CMA       ;I ;GOCMA  W 8
GO;APHU7109746;"45G1";V ;3900.000;CMA       ;I ;GORPRP1066
GO;APHU7141347;"45G1";P ;28490.000;CMA       ;E ;GOCP44 L 3
GO;APHU7178773;"45G0";P ;10008.000;CMA       ;I ;GOCP14 Q 2
GO;APHU7198430;"45G1";P ;12790.000;CMA       ;E ;GOCP35 D 1
GO;APHU7208672;"45G1";P ;8006.000;CMA       ;E ;GOCP38 C 2
GO;APHU7311398;"45G1";P ;18912.000;CMA       ;E ;GOCP45 G 1
GO;APHU7337197;"45G1";P ;7637.000;CMA       ;E ;GOCP38 M 1
GO;APRU5061643;"45R1";P ;7423.000;CMA       ;E ;GOCP29 Q 2
GO;APRU5717074;"45R1";V ;4500.000;CMA       ;E ;GOCP31 Q 1
GO;APRU5720545;"45R0";V ;4700.000;CMA       ;I ;GOCMA  T 7
GO;APRU5723014;"45R1";P ;30543.000;CMA       ;E ;GOFRF  9 2
GO;APRU5743155;"45R1";P ;31700.000;CMA       ;E ;GOFRI  9 2
GO;APRU5743324;"45R1";P ;30340.000;CMA       ;E ;GOFRJ  5 2
GO;APRU5750025;"45R1";P ;30640.000;CMA       ;E ;GOFRD  2 2
GO;APRU5755515;"45R1";P ;25495.000;CMA       ;E ;GOCP32 G 2
GO;APRU5759465;"45R1";P ;29620.000;CMA       ;E ;GOFRL  3 1
GO;APRU5784529;"45R1";P ;6025.000;CMA       ;E ;GOVL1  A 1
GO;APRU5800229;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1024
GO;APRU5815764;"45R1";P ;30700.000;CMA       ;E ;GOFRF  122
GO;APRU5818146;"45R1";P ;31200.000;CMA       ;E ;GOFRL  3 2
GO;APRU5838570;"45R1";P ;30532.000;CMA       ;E ;GOFRD  5 1
GO;APRU6139258;"45R1";P ;30520.000;CMA       ;E ;GOFRB  6 2
GO;APRU6140285;"45R1";P ;30500.000;CMA       ;E ;GOFRA  122
GO;APRU6142360;"45R1";P ;27320.000;CMA       ;E ;GOFRM  1 2
GO;APZU3044444;"22G1";P ;26400.000;CMA       ;E ;GOCP38 P 2
GO;APZU3140540;"22G1";V ;2200.000;CMA       ;I ;GOBQBQ1C 3
GO;APZU3149466;"22G1";P ;26380.000;CMA       ;E ;GOCP34 M 2
GO;APZU3222700;"22G0";V ;2180.000;CMA       ;I ;GORPRP1104
GO;APZU3226454;"22G1";P ;4980.000;CMA       ;E ;GOCP36 L 3
GO;APZU3227830;"22G1";P ;30010.000;CMA       ;E ;GOCP34 A 2
GO;APZU3240494;"22G1";P ;11526.000;CMA       ;E ;GOCP49 S 2
GO;APZU3284379;"22G1";P ;11783.000;CMA       ;E ;GOCP44 P 1
GO;APZU3408398;"22G1";P ;25230.000;CMA       ;E ;GOCP35 P 1
GO;APZU3500565;"22G1";P ;26660.000;CMA       ;E ;GOCP37 Q 1
GO;APZU3537749;"22G1";P ;26320.000;CMA       ;E ;GOCP49 R 2
GO;APZU3633423;"22G0";V ;2180.000;CMA       ;I ;GOVII01062
GO;APZU3706411;"22G0";V ;2180.000;CMA       ;I ;GOBQBQ1105
GO;APZU4244935;"42G0";V ;3600.000;CMA       ;I ;GOCMA  Z 4
GO;APZU4380090;"42G1";P ;25540.000;CMA       ;E ;GOCP46 P 1
GO;APZU4533840;"42G1";P ;18700.000;CMA       ;E ;GOCP45 C 1
GO;APZU4567408;"42G1";P ;21440.000;CMA       ;E ;GOFUF1 C 1
GO;APZU4877764;"42G0";V ;3600.000;CMA       ;I ;GOCMA  G 8
GO;APZU4905845;"42G1";P ;26357.000;CMA       ;E ;GOCP28 Q 1
GO;ATKU4112488;"45R1";P ;30490.000;CMA       ;E ;GOFRK  8 2
GO;BEAU2009724;"22G1";P ;23840.000;CMA       ;E ;GOCP37 K 1
GO;BEAU2463906;"22G0";V ;2180.000;CMA       ;I ;GORPRP1048
GO;BEAU4079274;"45G0";V ;3700.000;CMA       ;I ;GOCMA  Z 9
GO;BEAU5394687;"45G1";V ;3900.000;CMA       ;E ;GOCP31 N 3
GO;BEAU6124752;"45G1";P ;28275.000;CMA       ;E ;GOCP33 G 2
GO;BEAU9702730;"45R4";P ;16645.000;CMA       ;E ;GOFRD  6 1
GO;BHCU4714972;"42P3";P ;11300.000;CMA       ;E ;GOCP45 L 1
GO;BHCU4718725;"42P1";V ;4500.000;CMA       ;T ;GOEVE3 033
GO;BHCU5033309;"45G1";V ;3900.000;CMA       ;E ;GOHG1  G 1
GO;BMOU2193913;"22G1";P ;22220.000;CMA       ;E ;GOCP47 J 1
GO;BMOU2832038;"22G1";P ;26420.000;CMA       ;E ;GOCP37 Q 2
GO;BMOU2974623;"22G0";V ;2180.000;CMA       ;I ;GOVII01076
GO;BMOU4412970;"45G1";P ;10393.000;CMA       ;E ;GOCP41 C 1
GO;BMOU4632928;"45G1";P ;19316.000;CMA       ;E ;GOCP49 M 1
GO;BMOU6721963;"45G0";V ;3700.000;CMA       ;I ;GOCMB  P 1
GO;BMOU6735099;"45G0";P ;10101.000;CMA       ;E ;GOCP36 Q 1
GO;BMOU9602021;"45R7";P ;29620.000;CMA       ;E ;GOFRJ  112
GO;BMOU9614280;"45R7";P ;30700.000;CMA       ;E ;GOCP42 G 1
GO;BMOU9615245;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1I 6
GO;BMOU9621778;"45R7";P ;5709.000;CMA       ;E ;GOCP36 A 2
GO;BMOU9641054;"45R5";P ;28842.000;CMA       ;E ;GOFRD  112
GO;BMOU9729382;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1F 5
GO;BMOU9804676;"45R1";P ;31400.000;CMA       ;E ;GOFRN  9 2
GO;BMOU9806391;"45R1";P ;29830.000;CMA       ;E ;GOCP40 L 2
GO;BMOU9881688;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1F 7
GO;BMOU9895104;"45R4";P ;27856.000;CMA       ;E ;GOFRF  2 2
GO;BSIU2742120;"22G1";P ;15893.000;MARFRET   ;E ;GOCP47 M 1
GO;BSIU2893424;"22G0";P ;26980.000;CMA       ;I ;GOCP10 J 1
GO;BSIU2913372;"22G1";P ;24534.000;MARFRET   ;E ;GOCP42 J 3
GO;CAAU5965828;"45G1";P ;28275.000;CMA       ;E ;GOCP33 N 3
GO;CAIU3368615;"22G1";V ;2200.000;CMA       ;I ;GOBLC  7 1
GO;CAIU3373458;"22G1";V ;2200.000;CMA       ;I ;GOBQBQ1097
GO;CAIU3391600;"22G1";P ;24500.000;CMA       ;E ;GOCP34 A 1
GO;CAIU3681867;"22G1";P ;28181.000;CMA       ;E ;GOCP33 D 1
GO;CAIU3788813;"22G1";P ;22816.000;CMA       ;E ;GOCP46 L 1
GO;CAIU5529175;"45R1";P ;21568.000;CMA       ;E ;GOFRF  101
GO;CAIU5557095;"45R1";V ;4500.000;CMA       ;I ;GORPRP1144
GO;CAIU5575822;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1M 8
GO;CAIU5698391;"45R1";P ;30400.000;CMA       ;E ;GOFRM  2 2
GO;CAIU8367062;"45G1";P ;16190.000;CMA       ;E ;GOCP49 K 2
GO;CAIU8581789;"45G1";P ;28840.000;CMA       ;E ;GOCP32 Q 2
GO;CAIU8786135;"45G1";P ;10130.000;CMA       ;E ;GOCP47 N 1
GO;CAIU9143719;"45G0";P ;28830.000;CMA       ;E ;GOCP32 A 1
GO;CAIU9684312;"45G0";V ;3700.000;CMA       ;I ;GOCMB  H 7
GO;CAIU9706710;"45G0";V ;3700.000;CMA       ;I ;GOCMC  U 9
GO;CAIU9765353;"45G0";V ;3700.000;CMA       ;I ;GORPRP1244
GO;CAXU8017092;"45G1";P ;12340.000;CMA       ;E ;GOCP34 N 3
GO;CAXU9269334;"45G0";V ;3700.000;CMA       ;I ;GOCMA  X 5
GO;CGMU3000183;"22R1";P ;14930.000;CMA       ;E ;GOFRI  6 1
GO;CGMU3007911;"22R1";P ;23010.000;CMA       ;E ;GOFRC  8 1
GO;CGMU3012899;"22R1";P ;18010.000;CMA       ;E ;GOFRC  1 1
GO;CGMU3022840;"22R1";P ;16179.000;CMA       ;E ;GOFRA  8 1
GO;CGMU3031707;"22R1";P ;11300.000;CMA       ;E ;GOFRE  6 1
GO;CGMU3034183;"22R1";P ;9879.000;CMA       ;E ;GOFRC  7 1
GO;CGMU3053898;"22R1";P ;20110.000;CMA       ;E ;GOFRC  6 1
GO;CGMU3061960;"22R1";P ;6145.000;CMA       ;E ;GOFRH  151
GO;CGMU3065348;"22R1";P ;20880.000;CMA       ;E ;GOFRI  7 1
GO;CGMU4844743;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1T 2
GO;CGMU4944188;"45R1";P ;29630.000;CMA       ;E ;GOFRH  7 1
GO;CGMU4981181;"45R1";P ;31200.000;CMA       ;E ;GOFRC  121
GO;CGMU4981685;"45R1";V ;4500.000;CMA       ;E ;GOCP37 H 1
GO;CGMU5000006;"45R1";P ;25260.000;CMA       ;E ;GOFRI  141
GO;CGMU5000768;"45R1";P ;28380.000;CMA       ;E ;GOFRM  3 1
GO;CGMU5018983;"45R1";P ;10346.000;CMA       ;E ;GOFRM  101
GO;CGMU5024707;"45R1";P ;30740.000;CMA       ;E ;GOFRF  9 1
GO;CGMU5032390;"45R1";P ;30978.000;CMA       ;E ;GOFRB  8 1
GO;CGMU5036138;"45R1";P ;29680.000;CMA       ;E ;GOFRK  4 1
GO;CGMU5058179;"45R1";P ;27603.000;CMA       ;E ;GOFRJ  7 1
GO;CGMU5075896;"45R1";P ;30525.000;CMA       ;E ;GOFRI  112
GO;CGMU5085132;"45R1";P ;30003.000;CMA       ;E ;GOFRK  3 1
GO;CGMU5091562;"45R1";P ;30500.000;CMA       ;E ;GOFRG  141
GO;CGMU5093288;"45R1";P ;30500.000;CMA       ;E ;GOFRM  3 2
GO;CGMU5104490;"45R1";P ;28800.000;CMA       ;E ;GOFRN  122
GO;CGMU5105856;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1O 2
GO;CGMU5112393;"45R1";P ;29800.000;CMA       ;E ;GOFRN  121
GO;CGMU5122468;"45R1";P ;30057.000;CMA       ;E ;GOFRN  101
GO;CGMU5127840;"45R1";P ;30260.000;CMA       ;E ;GOFRM  9 1
GO;CGMU5129605;"45R1";P ;30500.000;CMA       ;E ;GOFRK  1 2
GO;CGMU5163847;"45R1";P ;22849.000;CMA       ;E ;GOFRD  5 2
GO;CGMU5171077;"45R1";P ;30000.000;CMA       ;E ;GOFRI  152
GO;CGMU5182066;"45R1";P ;30740.000;CMA       ;E ;GOFRB  7 1
GO;CGMU5249935;"45R1";P ;31200.000;CMA       ;E ;GOFRA  111
GO;CGMU5255753;"45R1";P ;29240.000;CMA       ;E ;GOFRK  102
GO;CGMU5284448;"45R1";P ;29930.000;CMA       ;E ;GOCP27 C 3
GO;CGMU5289162;"45R1";P ;30210.000;CMA       ;E ;GOFRH  4 2
GO;CGMU5291642;"45R1";P ;30610.000;CMA       ;E ;GOFRK  112
GO;CGMU5299047;"45R1";P ;5564.000;CMA       ;E ;GOCP29 N 1
GO;CGMU5301503;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1O 5
GO;CGMU5330498;"45R1";P ;30432.000;CMA       ;E ;GOFRI  162
GO;CGMU5363465;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1A 6
GO;CGMU5378125;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1K 3
GO;CGMU5378547;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1V 9
GO;CGMU5379538;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1M 6
GO;CGMU5379899;"45R4";P ;6437.000;CMA       ;E ;GOCP29 N 2
GO;CGMU5380544;"45R1";V ;4500.000;CMA       ;I ;GOBLC  A 2
GO;CGMU5380740;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1K 5
GO;CGMU5381237;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1I 7
GO;CGMU5381582;"45R4";P ;28049.000;CMA       ;E ;GOFRB  9 2
GO;CGMU5381833;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1K 8
GO;CGMU5383380;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1M 2
GO;CGMU5383440;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1I 5
GO;CGMU5387092;"45R1";V ;4500.000;CMA       ;I ;GOBLC  A 3
GO;CGMU5387894;"45R4";P ;25943.000;CMA       ;E ;GOFRE  9 2
GO;CGMU5387913;"45R4";P ;14455.000;CMA       ;E ;GOFRM  8 1
GO;CGMU5391220;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1V 2
GO;CGMU5405215;"45R1";P ;30854.000;CMA       ;E ;GOFRE  101
GO;CGMU5405339;"45R1";P ;29610.000;CMA       ;E ;GOFRC  132
GO;CGMU5416971;"45R1";P ;27430.000;CMA       ;E ;GOFRD  2 1
GO;CGMU5419950;"45R1";P ;30750.000;CMA       ;E ;GOFRB  5 2
GO;CGMU5428360;"45R1";P ;30700.000;CMA       ;E ;GOCP32 Q 3
GO;CGMU5439175;"45R1";P ;27474.000;CMA       ;E ;GOFRB  6 1
GO;CGMU5452201;"45R1";P ;30119.000;CMA       ;E ;GOFRK  111
GO;CGMU5459000;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1K 6
GO;CGMU5484235;"45R1";P ;30370.000;CMA       ;E ;GOFRC  141
GO;CGMU5515803;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1M 7
GO;CGMU5519250;"45R1";P ;30200.000;CMA       ;E ;GOFRL  101
GO;CGMU5526921;"45R1";P ;30525.000;CMA       ;E ;GOFRK  121
GO;CGMU5532117;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1M 5
GO;CGMU5532164;"45R4";P ;6585.000;CMA       ;E ;GOCP55 N 2
GO;CGMU5533366;"45R4";P ;14335.000;CMA       ;E ;GOFRB  101
GO;CGMU5534193;"45R4";P ;20810.000;CMA       ;E ;GOFRF  1 2
GO;CGMU5534418;"45R4";P ;29770.000;CMA       ;E ;GOCP40 L 3
GO;CGMU5534510;"45R4";P ;6235.000;CMA       ;E ;GOCP55 Q 1
GO;CGMU5534953;"45R4";P ;23300.000;CMA       ;E ;GOFRA  9 1
GO;CGMU5535625;"45R4";P ;30244.000;CMA       ;E ;GOFRF  102
GO;CGMU5536576;"45R4";P ;13975.000;CMA       ;E ;GOFRL  4 2
GO;CGMU5536616;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1049
GO;CGMU5537910;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1O 4
GO;CGMU5537931;"45R4";P ;15575.000;CMA       ;E ;GOFRJ  121
GO;CGMU5538115;"45R4";P ;26516.000;CMA       ;E ;GOFRJ  2 1
GO;CGMU5538460;"45R4";P ;29755.000;CMA       ;E ;GOFRH  8 2
GO;CGMU5540088;"45R4";P ;29950.000;CMA       ;E ;GOCP47 C 1
GO;CGMU5540133;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1041
GO;CGMU5541633;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1A 7
GO;CGMU5541675;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1K 4
GO;CGMU5541778;"45R4";P ;7700.000;CMA       ;E ;GOCP55 N 3
GO;CGMU5541891;"45R4";P ;6790.000;CMA       ;E ;GOCP55 N 1
GO;CGMU5542706;"45R4";P ;8702.000;CMA       ;E ;GOCP33 E 1
GO;CGMU5543301;"45R4";P ;18215.000;CMA       ;E ;GOFRJ  8 2
GO;CGMU5545500;"45R1";P ;29932.000;CMA       ;E ;GOFRL  111
GO;CGMU5559458;"45R1";P ;29640.000;CMA       ;E ;GOFRJ  5 1
GO;CGMU5563870;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1O 7
GO;CGMU5573184;"45R1";P ;30060.000;CMA       ;E ;GOFRH  1 1
GO;CGMU5597479;"45R4";P ;31090.000;CMA       ;E ;GOFRE  102
GO;CGMU5597761;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1M 1
GO;CGMU5597910;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1D 2
GO;CGMU5600593;"45R1";V ;4500.000;CMA       ;I ;GOBLC  A 5
GO;CGMU5601558;"45R4";P ;27222.000;CMA       ;E ;GOFRF  7 2
GO;CGMU5601917;"45R1";P ;5905.000;CMA       ;E ;GOVL2  A 1
GO;CGMU5606565;"45R4";P ;29700.000;CMA       ;E ;GOCP27 C 2
GO;CGMU6515937;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1X 9
GO;CGMU6517729;"45R1";P ;30080.000;CMA       ;E ;GOFRK  7 2
GO;CGMU6522134;"45R1";P ;30400.000;CMA       ;E ;GOFRE  9 1
GO;CGMU6525494;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1O 6
GO;CGMU6529397;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1K 7
GO;CGMU6532770;"45R1";P ;19882.000;CMA       ;E ;GOFRK  151
GO;CGMU6542763;"45R1";P ;30555.000;CMA       ;E ;GOFRC  122
GO;CGMU6546645;"45R1";P ;30850.000;CMA       ;E ;GOFRN  112
GO;CGMU7504789;"45R1";P ;25600.000;CMA       ;E ;GOFRH  4 1
GO;CGMU9282715;"45R1";P ;30500.000;CMA       ;E ;GOFRB  5 1
GO;CGMU9282910;"45R1";P ;30974.000;CMA       ;E ;GOFRM  4 1
GO;CGMU9288523;"45R1";P ;25740.000;CMA       ;E ;GOFRA  121
GO;CGMU9297021;"45R1";P ;30630.000;CMA       ;E ;GOFRD  7 1
GO;CGMU9313375;"45R1";P ;30760.000;CMA       ;E ;GOFRD  8 1
GO;CGMU9323917;"45R1";P ;30656.000;CMA       ;E ;GOFRK  4 2
GO;CGMU9330201;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1R 1
GO;CGMU9340365;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1V 4
GO;CGMU9348108;"45R1";P ;28720.000;CMA       ;E ;GOFRJ  1 2
GO;CGMU9348242;"45R1";P ;30610.000;CMA       ;E ;GOFRK  5 2
GO;CGMU9362050;"45R1";P ;30040.000;CMA       ;E ;GOFRH  3 1
GO;CGMU9366375;"45R1";P ;30102.000;CMA       ;E ;GOFRM  9 2
GO;CGMU9368172;"45R1";P ;25975.000;CMA       ;E ;GOFRI  111
GO;CGMU9371290;"45R1";P ;30525.000;CMA       ;E ;GOFRH  7 2
GO;CGMU9376835;"45R1";P ;28127.000;CMA       ;E ;GOFRD  122
GO;CGMU9388857;"45R1";P ;30370.000;CMA       ;E ;GOFRD  4 1
GO;CGMU9394192;"45R1";P ;31200.000;CMA       ;E ;GOFRL  2 1
GO;CGMU9399722;"45R1";P ;30500.000;CMA       ;E ;GOFRK  152
GO;CGMU9405677;"45R1";V ;4500.000;CMA       ;I ;GOBQBQ1T 1
GO;CGMU9409076;"45R1";P ;30790.000;CMA       ;E ;GOFRI  131
GO;CICU2008199;"45G1";V ;3900.000;CMA       ;E ;GOCP31 G 3
GO;CLHU3768400;"22G1";V ;2200.000;CMA       ;I ;GOBQBQ1C 7
GO;CLHU3774785;"22G1";P ;5220.000;CMA       ;E ;GOCP42 E 1
GO;CMAU0001022;"22G0";P ;21480.000;CMA       ;E ;GOCP35 C 2
GO;CMAU0009424;"22G1";V ;2200.000;CMA       ;I ;GOBQBQ1C 2
GO;CMAU0026801;"22G1";P ;5185.000;CMA       ;E ;GOCP49 J 1
GO;CMAU0054980;"22G1";P ;9180.000;CMA       ;E ;GOCP46 C 1
GO;CMAU0055380;"22G1";V ;2200.000;CMA       ;I ;GOBLD  1 2
GO;CMAU0093250;"22G1";P ;20610.000;CMA       ;E ;GOCP32 J 1
GO;CMAU0201709;"22G0";P ;13405.000;CMA       ;E ;GOCP37 L 2
GO;CMAU0327507;"22G0";P ;27020.000;CMA       ;I ;GOCP09 Q 1
GO;CMAU0393010;"22G0";P ;27020.000;CMA       ;I ;GOCP10 E 1
GO;CMAU0637800;"22G1";P ;14730.000;CMA       ;E ;GOCP37 L 3
GO;CMAU0640039;"22G1";V ;2200.000;CMA       ;I ;GOBQBQ1Q 1
GO;CMAU0660966;"22G1";P ;28182.000;CMA       ;E ;GOCP33 D 2
GO;CMAU0711322;"22G1";P ;5642.000;CMA       ;E ;GOCP49 S 1
GO;CMAU0769284;"22G1";V ;2200.000;CMA       ;I ;GOBQBQ1081
GO;CMAU0772930;"22G1";P ;27400.000;CMA       ;E ;GOCP38 F 2
GO;CMAU0879527;"22G1";P ;7425.000;CMA       ;E ;GOCP49 J 2
GO;CMAU1042915;"22G1";V ;2200.000;CMA       ;I ;GOBQBQ1H 9
GO;CMAU1115436;"22G0";V ;2180.000;CMA       ;I ;GORPRP1046
GO;CMAU1236989;"22G1";P ;15916.000;CMA       ;E ;GOCP37 N 2
GO;CMAU1509830;"22G0";V ;2180.000;CMA       ;I ;GOBQBQ1087
GO;CMAU1602579;"22G1";P ;26610.000;CMA       ;E ;GOCP38 L 2
GO;CMAU1670871;"22G1";P ;26490.000;CMA       ;E ;GOCP36 P 2
GO;CMAU1676930;"22G0";P ;26980.000;CMA       ;I ;GOCP10 D 1
GO;CMAU1718173;"22G1";V ;2200.000;CMA       ;I ;GOBQBQ1098
GO;CMAU1724601;"22G1";V ;2200.000;CMA       ;I ;GOBLD  1 3
GO;CMAU1751187;"22G1";P ;26330.000;CMA       ;E ;GOCP37 R 2
GO;CMAU1819121;"22G0";P ;27040.000;CMA       ;I ;GOCP10 H 1
GO;CMAU1875737;"22G0";V ;2180.000;CMA       ;I ;GOVII01074
GO;CMAU1888380;"22G1";P ;26370.000;CMA       ;E ;GOCP49 D 3
GO;CMAU1932760;"22G1";V ;2200.000;CMA       ;I ;GOBQBQ1H 1
GO;CMAU1953953;"22G1";P ;27490.000;CMA       ;E ;GOCP36 K 2
GO;CMAU2002516;"22G1";P ;23350.000;CMA       ;E ;GOCP38 K 3
GO;CMAU2041019;"22G0";V ;2180.000;CMA       ;I ;GOBQBQ1106
GO;CMAU2159742;"22G1";V ;2200.000;CMA       ;I ;GOBQBQ1C 8
GO;CMAU3001176;"22G1";P ;4396.000;CMA       ;E ;GOCP41 P 1
GO;CMAU3043989;"22G1";P ;18450.000;CMA       ;E ;GOCP37 B 1
GO;CMAU3187667;"22G1";P ;27600.000;CMA       ;E ;GOCP37 R 3
GO;CMAU3236910;"22G1";P ;22102.000;CMA       ;E ;GOCP34 L 2
GO;CMAU3280316;"22G1";V ;2200.000;CMA       ;I ;GOBQBQ1Q 4
GO;CMAU4104332;"45G0";P ;8700.000;CMA       ;E ;GOCP34 C 1
GO;CMAU4128308;"45G0";V ;3700.000;CMA       ;I ;GOCMA  X 3
GO;CMAU4149511;"45G0";V ;3700.000;CMA       ;I ;GOCMB  C 3
GO;CMAU4173246;"45G1";P ;18860.000;CMA       ;E ;GOCP47 E 2
GO;CMAU4210421;"45G1";P ;29584.000;CMA       ;E ;GOCP40 J 1
GO;CMAU4226670;"45G0";V ;3700.000;CMA       ;I ;GORPRP3083
